An,Ag,As,q
5.180333033303e-01,1.363134344706e-01,5.268067491147e-01,3.864672261841e+00
5.181332133213e-01,1.363397244290e-01,5.269005491787e-01,3.864615037073e+00
5.182331233123e-01,1.363660143874e-01,5.269943535265e-01,3.864557865783e+00
5.183330333033e-01,1.363923043459e-01,5.270881621591e-01,3.864500747949e+00
5.184329432943e-01,1.364185943043e-01,5.271819750774e-01,3.864443683546e+00
5.185328532853e-01,1.364448842627e-01,5.272757922825e-01,3.864386672550e+00
5.186327632763e-01,1.364711742212e-01,5.273696137753e-01,3.864329714938e+00
5.187326732673e-01,1.364974641796e-01,5.274634395568e-01,3.864272810686e+00
5.188325832583e-01,1.365237541380e-01,5.275572696280e-01,3.864215959771e+00
5.189324932493e-01,1.365500440965e-01,5.276511039899e-01,3.864159162169e+00
5.190324032403e-01,1.365763340549e-01,5.277449426434e-01,3.864102417856e+00
5.191323132313e-01,1.366026240133e-01,5.278387855896e-01,3.864045726809e+00
5.192322232223e-01,1.366289139718e-01,5.279326328293e-01,3.863989089004e+00
5.193321332133e-01,1.366552039302e-01,5.280264843637e-01,3.863932504417e+00
5.194320432043e-01,1.366814938886e-01,5.281203401936e-01,3.863875973026e+00
5.195319531953e-01,1.367077838471e-01,5.282142003201e-01,3.863819494807e+00
5.196318631863e-01,1.367340738055e-01,5.283080647441e-01,3.863763069735e+00
5.197317731773e-01,1.367603637639e-01,5.284019334667e-01,3.863706697788e+00
5.198316831683e-01,1.367866537224e-01,5.284958064887e-01,3.863650378943e+00
5.199315931593e-01,1.368129436808e-01,5.285896838112e-01,3.863594113175e+00
5.200315031503e-01,1.368392336392e-01,5.286835654353e-01,3.863537900462e+00
5.201314131413e-01,1.368655235977e-01,5.287774513617e-01,3.863481740779e+00
5.202313231323e-01,1.368918135561e-01,5.288713415916e-01,3.863425634104e+00
5.203312331233e-01,1.369181035145e-01,5.289652361259e-01,3.863369580413e+00
5.204311431143e-01,1.369443934730e-01,5.290591349656e-01,3.863313579684e+00
5.205310531053e-01,1.369706834314e-01,5.291530381116e-01,3.863257631891e+00
5.206309630963e-01,1.369969733898e-01,5.292469455651e-01,3.863201737013e+00
5.207308730873e-01,1.370232633482e-01,5.293408573268e-01,3.863145895026e+00
5.208307830783e-01,1.370495533067e-01,5.294347733979e-01,3.863090105906e+00
5.209306930693e-01,1.370758432651e-01,5.295286937793e-01,3.863034369631e+00
5.210306030603e-01,1.371021332235e-01,5.296226184719e-01,3.862978686177e+00
5.211305130513e-01,1.371284231820e-01,5.297165474769e-01,3.862923055521e+00
5.212304230423e-01,1.371547131404e-01,5.298104807951e-01,3.862867477639e+00
5.213303330333e-01,1.371810030988e-01,5.299044184275e-01,3.862811952510e+00
5.214302430243e-01,1.372072930573e-01,5.299983603751e-01,3.862756480108e+00
5.215301530153e-01,1.372335830157e-01,5.300923066389e-01,3.862701060412e+00
5.216300630063e-01,1.372598729741e-01,5.301862572199e-01,3.862645693398e+00
5.217299729973e-01,1.372861629326e-01,5.302802121190e-01,3.862590379043e+00
5.218298829883e-01,1.373124528910e-01,5.303741713373e-01,3.862535117323e+00
5.219297929793e-01,1.373387428494e-01,5.304681348757e-01,3.862479908217e+00
5.220297029703e-01,1.373650328079e-01,5.305621027352e-01,3.862424751700e+00
5.221296129613e-01,1.373913227663e-01,5.306560749168e-01,3.862369647750e+00
5.222295229523e-01,1.374176127247e-01,5.307500514214e-01,3.862314596344e+00
5.223294329433e-01,1.374439026832e-01,5.308440322501e-01,3.862259597458e+00
5.224293429343e-01,1.374701926416e-01,5.309380174038e-01,3.862204651070e+00
5.225292529253e-01,1.374964826000e-01,5.310320068835e-01,3.862149757156e+00
5.226291629163e-01,1.375227725585e-01,5.311260006903e-01,3.862094915695e+00
5.227290729073e-01,1.375490625169e-01,5.312199988249e-01,3.862040126662e+00
5.228289828983e-01,1.375753524753e-01,5.313140012886e-01,3.861985390035e+00
5.229288928893e-01,1.376016424338e-01,5.314080080822e-01,3.861930705791e+00
5.230288028803e-01,1.376279323922e-01,5.315020192066e-01,3.861876073907e+00
5.231287128713e-01,1.376542223506e-01,5.315960346630e-01,3.861821494360e+00
5.232286228623e-01,1.376805123090e-01,5.316900544523e-01,3.861766967128e+00
5.233285328533e-01,1.377068022675e-01,5.317840785755e-01,3.861712492187e+00
5.234284428443e-01,1.377330922259e-01,5.318781070334e-01,3.861658069515e+00
5.235283528353e-01,1.377593821843e-01,5.319721398272e-01,3.861603699089e+00
5.236282628263e-01,1.377856721428e-01,5.320661769578e-01,3.861549380886e+00
5.237281728173e-01,1.378119621012e-01,5.321602184262e-01,3.861495114883e+00
5.238280828083e-01,1.378382520596e-01,5.322542642334e-01,3.861440901058e+00
5.239279927993e-01,1.378645420181e-01,5.323483143803e-01,3.861386739388e+00
5.240279027903e-01,1.378908319765e-01,5.324423688680e-01,3.861332629850e+00
5.241278127813e-01,1.379171219349e-01,5.325364276974e-01,3.861278572421e+00
5.242277227723e-01,1.379434118934e-01,5.326304908695e-01,3.861224567080e+00
5.243276327633e-01,1.379697018518e-01,5.327245583852e-01,3.861170613802e+00
5.244275427543e-01,1.379959918102e-01,5.328186302456e-01,3.861116712566e+00
5.245274527453e-01,1.380222817687e-01,5.329127064517e-01,3.861062863349e+00
5.246273627363e-01,1.380485717271e-01,5.330067870043e-01,3.861009066128e+00
5.247272727273e-01,1.380748616855e-01,5.331008719046e-01,3.860955320881e+00
5.248271827183e-01,1.381011516440e-01,5.331949611535e-01,3.860901627585e+00
5.249270927093e-01,1.381274416024e-01,5.332890547519e-01,3.860847986217e+00
5.250270027003e-01,1.381537315608e-01,5.333831527009e-01,3.860794396756e+00
5.251269126913e-01,1.381800215193e-01,5.334772550015e-01,3.860740859178e+00
5.252268226823e-01,1.382063114777e-01,5.335713616545e-01,3.860687373461e+00
5.253267326733e-01,1.382326014361e-01,5.336654726610e-01,3.860633939582e+00
5.254266426643e-01,1.382588913946e-01,5.337595880221e-01,3.860580557520e+00
5.255265526553e-01,1.382851813530e-01,5.338537077385e-01,3.860527227251e+00
5.256264626463e-01,1.383114713114e-01,5.339478318115e-01,3.860473948753e+00
5.257263726373e-01,1.383377612699e-01,5.340419602418e-01,3.860420722004e+00
5.258262826283e-01,1.383640512283e-01,5.341360930305e-01,3.860367546981e+00
5.259261926193e-01,1.383903411867e-01,5.342302301787e-01,3.860314423663e+00
5.260261026103e-01,1.384166311451e-01,5.343243716872e-01,3.860261352025e+00
5.261260126013e-01,1.384429211036e-01,5.344185175570e-01,3.860208332047e+00
5.262259225923e-01,1.384692110620e-01,5.345126677892e-01,3.860155363706e+00
5.263258325833e-01,1.384955010204e-01,5.346068223847e-01,3.860102446980e+00
5.264257425743e-01,1.385217909789e-01,5.347009813445e-01,3.860049581846e+00
5.265256525653e-01,1.385480809373e-01,5.347951446696e-01,3.859996768281e+00
5.266255625563e-01,1.385743708957e-01,5.348893123609e-01,3.859944006265e+00
5.267254725473e-01,1.386006608542e-01,5.349834844195e-01,3.859891295774e+00
5.268253825383e-01,1.386269508126e-01,5.350776608463e-01,3.859838636786e+00
5.269252925293e-01,1.386532407710e-01,5.351718416423e-01,3.859786029279e+00
5.270252025203e-01,1.386795307295e-01,5.352660268085e-01,3.859733473231e+00
5.271251125113e-01,1.387058206879e-01,5.353602163459e-01,3.859680968620e+00
5.272250225023e-01,1.387321106463e-01,5.354544102554e-01,3.859628515423e+00
5.273249324932e-01,1.387584006048e-01,5.355486085381e-01,3.859576113619e+00
5.274248424842e-01,1.387846905632e-01,5.356428111948e-01,3.859523763184e+00
5.275247524752e-01,1.388109805216e-01,5.357370182267e-01,3.859471464098e+00
5.276246624662e-01,1.388372704801e-01,5.358312296346e-01,3.859419216338e+00
5.277245724572e-01,1.388635604385e-01,5.359254454196e-01,3.859367019881e+00
5.278244824482e-01,1.388898503969e-01,5.360196655827e-01,3.859314874707e+00
5.279243924392e-01,1.389161403554e-01,5.361138901248e-01,3.859262780792e+00
5.280243024302e-01,1.389424303138e-01,5.362081190469e-01,3.859210738116e+00
5.281242124212e-01,1.389687202722e-01,5.363023523499e-01,3.859158746654e+00
5.282241224122e-01,1.389950102307e-01,5.363965900350e-01,3.859106806387e+00
5.283240324032e-01,1.390213001891e-01,5.364908321030e-01,3.859054917292e+00
5.284239423942e-01,1.390475901475e-01,5.365850785549e-01,3.859003079346e+00
5.285238523852e-01,1.390738801060e-01,5.366793293918e-01,3.858951292528e+00
5.286237623762e-01,1.391001700644e-01,5.367735846145e-01,3.858899556816e+00
5.287236723672e-01,1.391264600228e-01,5.368678442241e-01,3.858847872188e+00
5.288235823582e-01,1.391527499812e-01,5.369621082216e-01,3.858796238623e+00
5.289234923492e-01,1.391790399397e-01,5.370563766080e-01,3.858744656097e+00
5.290234023402e-01,1.392053298981e-01,5.371506493842e-01,3.858693124590e+00
5.291233123312e-01,1.392316198565e-01,5.372449265511e-01,3.858641644080e+00
5.292232223222e-01,1.392579098150e-01,5.373392081099e-01,3.858590214544e+00
5.293231323132e-01,1.392841997734e-01,5.374334940615e-01,3.858538835961e+00
5.294230423042e-01,1.393104897318e-01,5.375277844068e-01,3.858487508309e+00
5.295229522952e-01,1.393367796903e-01,5.376220791468e-01,3.858436231567e+00
5.296228622862e-01,1.393630696487e-01,5.377163782826e-01,3.858385005712e+00
5.297227722772e-01,1.393893596071e-01,5.378106818151e-01,3.858333830723e+00
5.298226822682e-01,1.394156495656e-01,5.379049897452e-01,3.858282706578e+00
5.299225922592e-01,1.394419395240e-01,5.379993020741e-01,3.858231633256e+00
5.300225022502e-01,1.394682294824e-01,5.380936188025e-01,3.858180610734e+00
5.301224122412e-01,1.394945194409e-01,5.381879399317e-01,3.858129638991e+00
5.302223222322e-01,1.395208093993e-01,5.382822654624e-01,3.858078718006e+00
5.303222322232e-01,1.395470993577e-01,5.383765953957e-01,3.858027847756e+00
5.304221422142e-01,1.395733893162e-01,5.384709297326e-01,3.857977028220e+00
5.305220522052e-01,1.395996792746e-01,5.385652684741e-01,3.857926259377e+00
5.306219621962e-01,1.396259692330e-01,5.386596116211e-01,3.857875541205e+00
5.307218721872e-01,1.396522591915e-01,5.387539591747e-01,3.857824873682e+00
5.308217821782e-01,1.396785491499e-01,5.388483111357e-01,3.857774256786e+00
5.309216921692e-01,1.397048391083e-01,5.389426675053e-01,3.857723690497e+00
5.310216021602e-01,1.397311290668e-01,5.390370282843e-01,3.857673174792e+00
5.311215121512e-01,1.397574190252e-01,5.391313934738e-01,3.857622709651e+00
5.312214221422e-01,1.397837089836e-01,5.392257630747e-01,3.857572295051e+00
5.313213321332e-01,1.398099989421e-01,5.393201370880e-01,3.857521930971e+00
5.314212421242e-01,1.398362889005e-01,5.394145155148e-01,3.857471617390e+00
5.315211521152e-01,1.398625788589e-01,5.395088983559e-01,3.857421354286e+00
5.316210621062e-01,1.398888688173e-01,5.396032856124e-01,3.857371141638e+00
5.317209720972e-01,1.399151587758e-01,5.396976772853e-01,3.857320979424e+00
5.318208820882e-01,1.399414487342e-01,5.397920733755e-01,3.857270867623e+00
5.319207920792e-01,1.399677386926e-01,5.398864738840e-01,3.857220806214e+00
5.320207020702e-01,1.399940286511e-01,5.399808788118e-01,3.857170795175e+00
5.321206120612e-01,1.400203186095e-01,5.400752881599e-01,3.857120834485e+00
5.322205220522e-01,1.400466085679e-01,5.401697019293e-01,3.857070924122e+00
5.323204320432e-01,1.400728985264e-01,5.402641201209e-01,3.857021064065e+00
5.324203420342e-01,1.400991884848e-01,5.403585427358e-01,3.856971254294e+00
5.325202520252e-01,1.401254784432e-01,5.404529697748e-01,3.856921494786e+00
5.326201620162e-01,1.401517684017e-01,5.405474012391e-01,3.856871785520e+00
5.327200720072e-01,1.401780583601e-01,5.406418371295e-01,3.856822126475e+00
5.328199819982e-01,1.402043483185e-01,5.407362774471e-01,3.856772517630e+00
5.329198919892e-01,1.402306382770e-01,5.408307221929e-01,3.856722958964e+00
5.330198019802e-01,1.402569282354e-01,5.409251713678e-01,3.856673450455e+00
5.331197119712e-01,1.402832181938e-01,5.410196249728e-01,3.856623992082e+00
5.332196219622e-01,1.403095081523e-01,5.411140830089e-01,3.856574583824e+00
5.333195319532e-01,1.403357981107e-01,5.412085454771e-01,3.856525225660e+00
5.334194419442e-01,1.403620880691e-01,5.413030123783e-01,3.856475917569e+00
5.335193519352e-01,1.403883780276e-01,5.413974837136e-01,3.856426659529e+00
5.336192619262e-01,1.404146679860e-01,5.414919594839e-01,3.856377451520e+00
5.337191719172e-01,1.404409579444e-01,5.415864396902e-01,3.856328293521e+00
5.338190819082e-01,1.404672479029e-01,5.416809243335e-01,3.856279185509e+00
5.339189918992e-01,1.404935378613e-01,5.417754134148e-01,3.856230127465e+00
5.340189018902e-01,1.405198278197e-01,5.418699069351e-01,3.856181119367e+00
5.341188118812e-01,1.405461177782e-01,5.419644048953e-01,3.856132161194e+00
5.342187218722e-01,1.405724077366e-01,5.420589072964e-01,3.856083252925e+00
5.343186318632e-01,1.405986976950e-01,5.421534141394e-01,3.856034394539e+00
5.344185418542e-01,1.406249876534e-01,5.422479254253e-01,3.855985586016e+00
5.345184518452e-01,1.406512776119e-01,5.423424411551e-01,3.855936827333e+00
5.346183618362e-01,1.406775675703e-01,5.424369613298e-01,3.855888118471e+00
5.347182718272e-01,1.407038575287e-01,5.425314859503e-01,3.855839459408e+00
5.348181818182e-01,1.407301474872e-01,5.426260150176e-01,3.855790850124e+00
5.349180918092e-01,1.407564374456e-01,5.427205485328e-01,3.855742290597e+00
5.350180018002e-01,1.407827274040e-01,5.428150864967e-01,3.855693780806e+00
5.351179117912e-01,1.408090173625e-01,5.429096289104e-01,3.855645320731e+00
5.352178217822e-01,1.408353073209e-01,5.430041757749e-01,3.855596910352e+00
5.353177317732e-01,1.408615972793e-01,5.430987270911e-01,3.855548549646e+00
5.354176417642e-01,1.408878872378e-01,5.431932828600e-01,3.855500238593e+00
5.355175517552e-01,1.409141771962e-01,5.432878430827e-01,3.855451977172e+00
5.356174617462e-01,1.409404671546e-01,5.433824077601e-01,3.855403765363e+00
5.357173717372e-01,1.409667571131e-01,5.434769768931e-01,3.855355603145e+00
5.358172817282e-01,1.409930470715e-01,5.435715504828e-01,3.855307490497e+00
5.359171917192e-01,1.410193370299e-01,5.436661285301e-01,3.855259427398e+00
5.360171017102e-01,1.410456269884e-01,5.437607110361e-01,3.855211413828e+00
5.361170117012e-01,1.410719169468e-01,5.438552980017e-01,3.855163449766e+00
5.362169216922e-01,1.410982069052e-01,5.439498894278e-01,3.855115535190e+00
5.363168316832e-01,1.411244968637e-01,5.440444853156e-01,3.855067670081e+00
5.364167416742e-01,1.411507868221e-01,5.441390856659e-01,3.855019854418e+00
5.365166516652e-01,1.411770767805e-01,5.442336904798e-01,3.854972088180e+00
5.366165616562e-01,1.412033667390e-01,5.443282997582e-01,3.854924371347e+00
5.367164716472e-01,1.412296566974e-01,5.444229135021e-01,3.854876703897e+00
5.368163816382e-01,1.412559466558e-01,5.445175317125e-01,3.854829085810e+00
5.369162916292e-01,1.412822366143e-01,5.446121543904e-01,3.854781517067e+00
5.370162016202e-01,1.413085265727e-01,5.447067815368e-01,3.854733997645e+00
5.371161116112e-01,1.413348165311e-01,5.448014131526e-01,3.854686527525e+00
5.372160216022e-01,1.413611064895e-01,5.448960492389e-01,3.854639106685e+00
5.373159315932e-01,1.413873964480e-01,5.449906897966e-01,3.854591735106e+00
5.374158415842e-01,1.414136864064e-01,5.450853348267e-01,3.854544412767e+00
5.375157515752e-01,1.414399763648e-01,5.451799843302e-01,3.854497139648e+00
5.376156615662e-01,1.414662663233e-01,5.452746383080e-01,3.854449915727e+00
5.377155715572e-01,1.414925562817e-01,5.453692967612e-01,3.854402740985e+00
5.378154815482e-01,1.415188462401e-01,5.454639596908e-01,3.854355615401e+00
5.379153915392e-01,1.415451361986e-01,5.455586270977e-01,3.854308538955e+00
5.380153015302e-01,1.415714261570e-01,5.456532989829e-01,3.854261511625e+00
5.381152115212e-01,1.415977161154e-01,5.457479753473e-01,3.854214533393e+00
5.382151215122e-01,1.416240060739e-01,5.458426561921e-01,3.854167604237e+00
5.383150315032e-01,1.416502960323e-01,5.459373415181e-01,3.854120724136e+00
5.384149414941e-01,1.416765859907e-01,5.460320313264e-01,3.854073893072e+00
5.385148514851e-01,1.417028759492e-01,5.461267256179e-01,3.854027111022e+00
5.386147614761e-01,1.417291659076e-01,5.462214243936e-01,3.853980377968e+00
5.387146714671e-01,1.417554558660e-01,5.463161276546e-01,3.853933693888e+00
5.388145814581e-01,1.417817458245e-01,5.464108354017e-01,3.853887058763e+00
5.389144914491e-01,1.418080357829e-01,5.465055476360e-01,3.853840472572e+00
5.390144014401e-01,1.418343257413e-01,5.466002643584e-01,3.853793935294e+00
5.391143114311e-01,1.418606156998e-01,5.466949855700e-01,3.853747446910e+00
5.392142214221e-01,1.418869056582e-01,5.467897112717e-01,3.853701007399e+00
5.393141314131e-01,1.419131956166e-01,5.468844414646e-01,3.853654616742e+00
5.394140414041e-01,1.419394855751e-01,5.469791761495e-01,3.853608274917e+00
5.395139513951e-01,1.419657755335e-01,5.470739153275e-01,3.853561981905e+00
5.396138613861e-01,1.419920654919e-01,5.471686589995e-01,3.853515737685e+00
5.397137713771e-01,1.420183554504e-01,5.472634071667e-01,3.853469542238e+00
5.398136813681e-01,1.420446454088e-01,5.473581598298e-01,3.853423395543e+00
5.399135913591e-01,1.420709353672e-01,5.474529169900e-01,3.853377297580e+00
5.400135013501e-01,1.420972253256e-01,5.475476786482e-01,3.853331248329e+00
5.401134113411e-01,1.421235152841e-01,5.476424448053e-01,3.853285247770e+00
5.402133213321e-01,1.421498052425e-01,5.477372154625e-01,3.853239295882e+00
5.403132313231e-01,1.421760952009e-01,5.478319906206e-01,3.853193392647e+00
5.404131413141e-01,1.422023851594e-01,5.479267702806e-01,3.853147538043e+00
5.405130513051e-01,1.422286751178e-01,5.480215544436e-01,3.853101732050e+00
5.406129612961e-01,1.422549650762e-01,5.481163431105e-01,3.853055974649e+00
5.407128712871e-01,1.422812550347e-01,5.482111362823e-01,3.853010265820e+00
5.408127812781e-01,1.423075449931e-01,5.483059339600e-01,3.852964605542e+00
5.409126912691e-01,1.423338349515e-01,5.484007361446e-01,3.852918993796e+00
5.410126012601e-01,1.423601249100e-01,5.484955428370e-01,3.852873430561e+00
5.411125112511e-01,1.423864148684e-01,5.485903540383e-01,3.852827915819e+00
5.412124212421e-01,1.424127048268e-01,5.486851697494e-01,3.852782449547e+00
5.413123312331e-01,1.424389947853e-01,5.487799899713e-01,3.852737031728e+00
5.414122412241e-01,1.424652847437e-01,5.488748147050e-01,3.852691662341e+00
5.415121512151e-01,1.424915747021e-01,5.489696439515e-01,3.852646341365e+00
5.416120612061e-01,1.425178646606e-01,5.490644777118e-01,3.852601068782e+00
5.417119711971e-01,1.425441546190e-01,5.491593159868e-01,3.852555844571e+00
5.418118811881e-01,1.425704445774e-01,5.492541587776e-01,3.852510668712e+00
5.419117911791e-01,1.425967345359e-01,5.493490060851e-01,3.852465541187e+00
5.420117011701e-01,1.426230244943e-01,5.494438579103e-01,3.852420461973e+00
5.421116111611e-01,1.426493144527e-01,5.495387142543e-01,3.852375431053e+00
5.422115211521e-01,1.426756044112e-01,5.496335751179e-01,3.852330448406e+00
5.423114311431e-01,1.427018943696e-01,5.497284405022e-01,3.852285514013e+00
5.424113411341e-01,1.427281843280e-01,5.498233104081e-01,3.852240627853e+00
5.425112511251e-01,1.427544742865e-01,5.499181848367e-01,3.852195789907e+00
5.426111611161e-01,1.427807642449e-01,5.500130637889e-01,3.852151000156e+00
5.427110711071e-01,1.428070542033e-01,5.501079472658e-01,3.852106258579e+00
5.428109810981e-01,1.428333441617e-01,5.502028352682e-01,3.852061565156e+00
5.429108910891e-01,1.428596341202e-01,5.502977277973e-01,3.852016919869e+00
5.430108010801e-01,1.428859240786e-01,5.503926248539e-01,3.851972322698e+00
5.431107110711e-01,1.429122140370e-01,5.504875264391e-01,3.851927773622e+00
5.432106210621e-01,1.429385039955e-01,5.505824325538e-01,3.851883272622e+00
5.433105310531e-01,1.429647939539e-01,5.506773431991e-01,3.851838819679e+00
5.434104410441e-01,1.429910839123e-01,5.507722583758e-01,3.851794414773e+00
5.435103510351e-01,1.430173738708e-01,5.508671780851e-01,3.851750057884e+00
5.436102610261e-01,1.430436638292e-01,5.509621023279e-01,3.851705748993e+00
5.437101710171e-01,1.430699537876e-01,5.510570311052e-01,3.851661488080e+00
5.438100810081e-01,1.430962437461e-01,5.511519644180e-01,3.851617275126e+00
5.439099909991e-01,1.431225337045e-01,5.512469022672e-01,3.851573110111e+00
5.440099009901e-01,1.431488236629e-01,5.513418446538e-01,3.851528993015e+00
5.441098109811e-01,1.431751136214e-01,5.514367915789e-01,3.851484923820e+00
5.442097209721e-01,1.432014035798e-01,5.515317430434e-01,3.851440902505e+00
5.443096309631e-01,1.432276935382e-01,5.516266990483e-01,3.851396929052e+00
5.444095409541e-01,1.432539834967e-01,5.517216595946e-01,3.851353003440e+00
5.445094509451e-01,1.432802734551e-01,5.518166246832e-01,3.851309125650e+00
5.446093609361e-01,1.433065634135e-01,5.519115943153e-01,3.851265295663e+00
5.447092709271e-01,1.433328533720e-01,5.520065684917e-01,3.851221513460e+00
5.448091809181e-01,1.433591433304e-01,5.521015472134e-01,3.851177779020e+00
5.449090909091e-01,1.433854332888e-01,5.521965304814e-01,3.851134092325e+00
5.450090009001e-01,1.434117232473e-01,5.522915182968e-01,3.851090453356e+00
5.451089108911e-01,1.434380132057e-01,5.523865106605e-01,3.851046862092e+00
5.452088208821e-01,1.434643031641e-01,5.524815075734e-01,3.851003318515e+00
5.453087308731e-01,1.434905931225e-01,5.525765090367e-01,3.850959822605e+00
5.454086408641e-01,1.435168830810e-01,5.526715150511e-01,3.850916374342e+00
5.455085508551e-01,1.435431730394e-01,5.527665256179e-01,3.850872973709e+00
5.456084608461e-01,1.435694629978e-01,5.528615407379e-01,3.850829620684e+00
5.457083708371e-01,1.435957529563e-01,5.529565604121e-01,3.850786315250e+00
5.458082808281e-01,1.436220429147e-01,5.530515846415e-01,3.850743057387e+00
5.459081908191e-01,1.436483328731e-01,5.531466134271e-01,3.850699847075e+00
5.460081008101e-01,1.436746228316e-01,5.532416467699e-01,3.850656684295e+00
5.461080108011e-01,1.437009127900e-01,5.533366846709e-01,3.850613569028e+00
5.462079207921e-01,1.437272027484e-01,5.534317271311e-01,3.850570501255e+00
5.463078307831e-01,1.437534927069e-01,5.535267741514e-01,3.850527480957e+00
5.464077407741e-01,1.437797826653e-01,5.536218257328e-01,3.850484508115e+00
5.465076507651e-01,1.438060726237e-01,5.537168818764e-01,3.850441582708e+00
5.466075607561e-01,1.438323625822e-01,5.538119425831e-01,3.850398704719e+00
5.467074707471e-01,1.438586525406e-01,5.539070078539e-01,3.850355874128e+00
5.468073807381e-01,1.438849424990e-01,5.540020776898e-01,3.850313090917e+00
5.469072907291e-01,1.439112324575e-01,5.540971520918e-01,3.850270355064e+00
5.470072007201e-01,1.439375224159e-01,5.541922310608e-01,3.850227666553e+00
5.471071107111e-01,1.439638123743e-01,5.542873145979e-01,3.850185025364e+00
5.472070207021e-01,1.439901023328e-01,5.543824027041e-01,3.850142431477e+00
5.473069306931e-01,1.440163922912e-01,5.544774953802e-01,3.850099884874e+00
5.474068406841e-01,1.440426822496e-01,5.545725926274e-01,3.850057385535e+00
5.475067506751e-01,1.440689722081e-01,5.546676944467e-01,3.850014933442e+00
5.476066606661e-01,1.440952621665e-01,5.547628008389e-01,3.849972528576e+00
5.477065706571e-01,1.441215521249e-01,5.548579118051e-01,3.849930170917e+00
5.478064806481e-01,1.441478420834e-01,5.549530273463e-01,3.849887860446e+00
5.479063906391e-01,1.441741320418e-01,5.550481474634e-01,3.849845597146e+00
5.480063006301e-01,1.442004220002e-01,5.551432721575e-01,3.849803380996e+00
5.481062106211e-01,1.442267119586e-01,5.552384014296e-01,3.849761211978e+00
5.482061206121e-01,1.442530019171e-01,5.553335352805e-01,3.849719090073e+00
5.483060306031e-01,1.442792918755e-01,5.554286737115e-01,3.849677015262e+00
5.484059405941e-01,1.443055818339e-01,5.555238167233e-01,3.849634987526e+00
5.485058505851e-01,1.443318717924e-01,5.556189643170e-01,3.849593006846e+00
5.486057605761e-01,1.443581617508e-01,5.557141164936e-01,3.849551073204e+00
5.487056705671e-01,1.443844517092e-01,5.558092732541e-01,3.849509186580e+00
5.488055805581e-01,1.444107416677e-01,5.559044345994e-01,3.849467346956e+00
5.489054905491e-01,1.444370316261e-01,5.559996005306e-01,3.849425554313e+00
5.490054005401e-01,1.444633215845e-01,5.560947710487e-01,3.849383808632e+00
5.491053105311e-01,1.444896115430e-01,5.561899461546e-01,3.849342109894e+00
5.492052205221e-01,1.445159015014e-01,5.562851258493e-01,3.849300458081e+00
5.493051305131e-01,1.445421914598e-01,5.563803101338e-01,3.849258853173e+00
5.494050405041e-01,1.445684814183e-01,5.564754990092e-01,3.849217295153e+00
5.495049504950e-01,1.445947713767e-01,5.565706924763e-01,3.849175784001e+00
5.496048604860e-01,1.446210613351e-01,5.566658905362e-01,3.849134319698e+00
5.497047704770e-01,1.446473512936e-01,5.567610931899e-01,3.849092902227e+00
5.498046804680e-01,1.446736412520e-01,5.568563004384e-01,3.849051531567e+00
5.499045904590e-01,1.446999312104e-01,5.569515122826e-01,3.849010207701e+00
5.500045004500e-01,1.447262211689e-01,5.570467287235e-01,3.848968930610e+00
5.501044104410e-01,1.447525111273e-01,5.571419497622e-01,3.848927700275e+00
5.502043204320e-01,1.447788010857e-01,5.572371753996e-01,3.848886516678e+00
5.503042304230e-01,1.448050910442e-01,5.573324056368e-01,3.848845379800e+00
5.504041404140e-01,1.448313810026e-01,5.574276404746e-01,3.848804289622e+00
5.505040504050e-01,1.448576709610e-01,5.575228799141e-01,3.848763246125e+00
5.506039603960e-01,1.448839609195e-01,5.576181239563e-01,3.848722249292e+00
5.507038703870e-01,1.449102508779e-01,5.577133726022e-01,3.848681299104e+00
5.508037803780e-01,1.449365408363e-01,5.578086258527e-01,3.848640395542e+00
5.509036903690e-01,1.449628307947e-01,5.579038837089e-01,3.848599538587e+00
5.510036003600e-01,1.449891207532e-01,5.579991461718e-01,3.848558728221e+00
5.511035103510e-01,1.450154107116e-01,5.580944132423e-01,3.848517964426e+00
5.512034203420e-01,1.450417006700e-01,5.581896849214e-01,3.848477247183e+00
5.513033303330e-01,1.450679906285e-01,5.582849612101e-01,3.848436576473e+00
5.514032403240e-01,1.450942805869e-01,5.583802421095e-01,3.848395952279e+00
5.515031503150e-01,1.451205705453e-01,5.584755276204e-01,3.848355374581e+00
5.516030603060e-01,1.451468605038e-01,5.585708177440e-01,3.848314843361e+00
5.517029702970e-01,1.451731504622e-01,5.586661124811e-01,3.848274358601e+00
5.518028802880e-01,1.451994404206e-01,5.587614118328e-01,3.848233920283e+00
5.519027902790e-01,1.452257303791e-01,5.588567158000e-01,3.848193528387e+00
5.520027002700e-01,1.452520203375e-01,5.589520243838e-01,3.848153182896e+00
5.521026102610e-01,1.452783102959e-01,5.590473375852e-01,3.848112883791e+00
5.522025202520e-01,1.453046002544e-01,5.591426554051e-01,3.848072631054e+00
5.523024302430e-01,1.453308902128e-01,5.592379778445e-01,3.848032424666e+00
5.524023402340e-01,1.453571801712e-01,5.593333049044e-01,3.847992264610e+00
5.525022502250e-01,1.453834701297e-01,5.594286365859e-01,3.847952150867e+00
5.526021602160e-01,1.454097600881e-01,5.595239728899e-01,3.847912083418e+00
5.527020702070e-01,1.454360500465e-01,5.596193138173e-01,3.847872062245e+00
5.528019801980e-01,1.454623400050e-01,5.597146593693e-01,3.847832087330e+00
