An,Ag,As,q
3.091215121512e-01,8.134113138900e-02,3.384374752518e-01,4.160717578826e+00
3.092214221422e-01,8.136742134743e-02,3.385247286294e-01,4.160445581579e+00
3.093213321332e-01,8.139371130587e-02,3.386119836827e-01,4.160173780628e+00
3.094212421242e-01,8.142000126430e-02,3.386992404138e-01,4.159902175809e+00
3.095211521152e-01,8.144629122273e-02,3.387864988245e-01,4.159630766956e+00
3.096210621062e-01,8.147258118116e-02,3.388737589169e-01,4.159359553901e+00
3.097209720972e-01,8.149887113959e-02,3.389610206928e-01,4.159088536481e+00
3.098208820882e-01,8.152516109803e-02,3.390482841543e-01,4.158817714529e+00
3.099207920792e-01,8.155145105646e-02,3.391355493032e-01,4.158547087880e+00
3.100207020702e-01,8.157774101489e-02,3.392228161415e-01,4.158276656369e+00
3.101206120612e-01,8.160403097332e-02,3.393100846712e-01,4.158006419831e+00
3.102205220522e-01,8.163032093175e-02,3.393973548941e-01,4.157736378102e+00
3.103204320432e-01,8.165661089019e-02,3.394846268122e-01,4.157466531017e+00
3.104203420342e-01,8.168290084862e-02,3.395719004275e-01,4.157196878412e+00
3.105202520252e-01,8.170919080705e-02,3.396591757418e-01,4.156927420122e+00
3.106201620162e-01,8.173548076548e-02,3.397464527572e-01,4.156658155984e+00
3.107200720072e-01,8.176177072392e-02,3.398337314754e-01,4.156389085835e+00
3.108199819982e-01,8.178806068235e-02,3.399210118986e-01,4.156120209510e+00
3.109198919892e-01,8.181435064078e-02,3.400082940285e-01,4.155851526847e+00
3.110198019802e-01,8.184064059921e-02,3.400955778671e-01,4.155583037682e+00
3.111197119712e-01,8.186693055764e-02,3.401828634164e-01,4.155314741852e+00
3.112196219622e-01,8.189322051608e-02,3.402701506782e-01,4.155046639195e+00
3.113195319532e-01,8.191951047451e-02,3.403574396545e-01,4.154778729549e+00
3.114194419442e-01,8.194580043294e-02,3.404447303472e-01,4.154511012750e+00
3.115193519352e-01,8.197209039137e-02,3.405320227583e-01,4.154243488636e+00
3.116192619262e-01,8.199838034980e-02,3.406193168895e-01,4.153976157047e+00
3.117191719172e-01,8.202467030824e-02,3.407066127430e-01,4.153709017819e+00
3.118190819082e-01,8.205096026667e-02,3.407939103204e-01,4.153442070792e+00
3.119189918992e-01,8.207725022510e-02,3.408812096239e-01,4.153175315804e+00
3.120189018902e-01,8.210354018353e-02,3.409685106553e-01,4.152908752693e+00
3.121188118812e-01,8.212983014197e-02,3.410558134164e-01,4.152642381299e+00
3.122187218722e-01,8.215612010040e-02,3.411431179093e-01,4.152376201462e+00
3.123186318632e-01,8.218241005883e-02,3.412304241358e-01,4.152110213019e+00
3.124185418542e-01,8.220870001726e-02,3.413177320978e-01,4.151844415812e+00
3.125184518452e-01,8.223498997569e-02,3.414050417973e-01,4.151578809679e+00
3.126183618362e-01,8.226127993413e-02,3.414923532361e-01,4.151313394461e+00
3.127182718272e-01,8.228756989256e-02,3.415796664161e-01,4.151048169998e+00
3.128181818182e-01,8.231385985099e-02,3.416669813392e-01,4.150783136130e+00
3.129180918092e-01,8.234014980942e-02,3.417542980074e-01,4.150518292697e+00
3.130180018002e-01,8.236643976785e-02,3.418416164226e-01,4.150253639541e+00
3.131179117912e-01,8.239272972629e-02,3.419289365865e-01,4.149989176502e+00
3.132178217822e-01,8.241901968472e-02,3.420162585012e-01,4.149724903421e+00
3.133177317732e-01,8.244530964315e-02,3.421035821685e-01,4.149460820140e+00
3.134176417642e-01,8.247159960158e-02,3.421909075904e-01,4.149196926499e+00
3.135175517552e-01,8.249788956001e-02,3.422782347686e-01,4.148933222341e+00
3.136174617462e-01,8.252417951845e-02,3.423655637051e-01,4.148669707508e+00
3.137173717372e-01,8.255046947688e-02,3.424528944019e-01,4.148406381841e+00
3.138172817282e-01,8.257675943531e-02,3.425402268606e-01,4.148143245182e+00
3.139171917192e-01,8.260304939374e-02,3.426275610834e-01,4.147880297375e+00
3.140171017102e-01,8.262933935218e-02,3.427148970720e-01,4.147617538261e+00
3.141170117012e-01,8.265562931061e-02,3.428022348283e-01,4.147354967683e+00
3.142169216922e-01,8.268191926904e-02,3.428895743542e-01,4.147092585484e+00
3.143168316832e-01,8.270820922747e-02,3.429769156517e-01,4.146830391508e+00
3.144167416742e-01,8.273449918590e-02,3.430642587225e-01,4.146568385597e+00
3.145166516652e-01,8.276078914434e-02,3.431516035685e-01,4.146306567595e+00
3.146165616562e-01,8.278707910277e-02,3.432389501917e-01,4.146044937346e+00
3.147164716472e-01,8.281336906120e-02,3.433262985938e-01,4.145783494693e+00
3.148163816382e-01,8.283965901963e-02,3.434136487769e-01,4.145522239481e+00
3.149162916292e-01,8.286594897806e-02,3.435010007427e-01,4.145261171553e+00
3.150162016202e-01,8.289223893650e-02,3.435883544931e-01,4.145000290755e+00
3.151161116112e-01,8.291852889493e-02,3.436757100300e-01,4.144739596930e+00
3.152160216022e-01,8.294481885336e-02,3.437630673553e-01,4.144479089924e+00
3.153159315932e-01,8.297110881179e-02,3.438504264708e-01,4.144218769581e+00
3.154158415842e-01,8.299739877023e-02,3.439377873784e-01,4.143958635746e+00
3.155157515752e-01,8.302368872866e-02,3.440251500799e-01,4.143698688265e+00
3.156156615662e-01,8.304997868709e-02,3.441125145773e-01,4.143438926984e+00
3.157155715572e-01,8.307626864552e-02,3.441998808723e-01,4.143179351747e+00
3.158154815482e-01,8.310255860395e-02,3.442872489669e-01,4.142919962401e+00
3.159153915392e-01,8.312884856239e-02,3.443746188630e-01,4.142660758792e+00
3.160153015302e-01,8.315513852082e-02,3.444619905622e-01,4.142401740766e+00
3.161152115212e-01,8.318142847925e-02,3.445493640667e-01,4.142142908168e+00
3.162151215122e-01,8.320771843768e-02,3.446367393780e-01,4.141884260847e+00
3.163150315032e-01,8.323400839611e-02,3.447241164983e-01,4.141625798648e+00
3.164149414941e-01,8.326029835455e-02,3.448114954292e-01,4.141367521419e+00
3.165148514851e-01,8.328658831298e-02,3.448988761726e-01,4.141109429006e+00
3.166147614761e-01,8.331287827141e-02,3.449862587305e-01,4.140851521257e+00
3.167146714671e-01,8.333916822984e-02,3.450736431046e-01,4.140593798019e+00
3.168145814581e-01,8.336545818828e-02,3.451610292967e-01,4.140336259140e+00
3.169144914491e-01,8.339174814671e-02,3.452484173089e-01,4.140078904468e+00
3.170144014401e-01,8.341803810514e-02,3.453358071428e-01,4.139821733850e+00
3.171143114311e-01,8.344432806357e-02,3.454231988003e-01,4.139564747134e+00
3.172142214221e-01,8.347061802200e-02,3.455105922833e-01,4.139307944170e+00
3.173141314131e-01,8.349690798044e-02,3.455979875936e-01,4.139051324806e+00
3.174140414041e-01,8.352319793887e-02,3.456853847331e-01,4.138794888889e+00
3.175139513951e-01,8.354948789730e-02,3.457727837035e-01,4.138538636270e+00
3.176138613861e-01,8.357577785573e-02,3.458601845068e-01,4.138282566796e+00
3.177137713771e-01,8.360206781416e-02,3.459475871448e-01,4.138026680318e+00
3.178136813681e-01,8.362835777260e-02,3.460349916193e-01,4.137770976685e+00
3.179135913591e-01,8.365464773103e-02,3.461223979321e-01,4.137515455745e+00
3.180135013501e-01,8.368093768946e-02,3.462098060850e-01,4.137260117350e+00
3.181134113411e-01,8.370722764789e-02,3.462972160800e-01,4.137004961348e+00
3.182133213321e-01,8.373351760632e-02,3.463846279189e-01,4.136749987590e+00
3.183132313231e-01,8.375980756476e-02,3.464720416033e-01,4.136495195927e+00
3.184131413141e-01,8.378609752319e-02,3.465594571353e-01,4.136240586207e+00
3.185130513051e-01,8.381238748162e-02,3.466468745166e-01,4.135986158283e+00
3.186129612961e-01,8.383867744005e-02,3.467342937491e-01,4.135731912005e+00
3.187128712871e-01,8.386496739849e-02,3.468217148345e-01,4.135477847223e+00
3.188127812781e-01,8.389125735692e-02,3.469091377747e-01,4.135223963789e+00
3.189126912691e-01,8.391754731535e-02,3.469965625716e-01,4.134970261555e+00
3.190126012601e-01,8.394383727378e-02,3.470839892268e-01,4.134716740371e+00
3.191125112511e-01,8.397012723221e-02,3.471714177424e-01,4.134463400089e+00
3.192124212421e-01,8.399641719065e-02,3.472588481200e-01,4.134210240561e+00
3.193123312331e-01,8.402270714908e-02,3.473462803615e-01,4.133957261639e+00
3.194122412241e-01,8.404899710751e-02,3.474337144687e-01,4.133704463175e+00
3.195121512151e-01,8.407528706594e-02,3.475211504434e-01,4.133451845021e+00
3.196120612061e-01,8.410157702437e-02,3.476085882875e-01,4.133199407031e+00
3.197119711971e-01,8.412786698281e-02,3.476960280027e-01,4.132947149055e+00
3.198118811881e-01,8.415415694124e-02,3.477834695909e-01,4.132695070948e+00
3.199117911791e-01,8.418044689967e-02,3.478709130538e-01,4.132443172563e+00
3.200117011701e-01,8.420673685810e-02,3.479583583934e-01,4.132191453751e+00
3.201116111611e-01,8.423302681654e-02,3.480458056113e-01,4.131939914368e+00
3.202115211521e-01,8.425931677497e-02,3.481332547094e-01,4.131688554265e+00
3.203114311431e-01,8.428560673340e-02,3.482207056895e-01,4.131437373298e+00
3.204113411341e-01,8.431189669183e-02,3.483081585534e-01,4.131186371319e+00
3.205112511251e-01,8.433818665026e-02,3.483956133029e-01,4.130935548183e+00
3.206111611161e-01,8.436447660870e-02,3.484830699398e-01,4.130684903743e+00
3.207110711071e-01,8.439076656713e-02,3.485705284659e-01,4.130434437855e+00
3.208109810981e-01,8.441705652556e-02,3.486579888830e-01,4.130184150372e+00
3.209108910891e-01,8.444334648399e-02,3.487454511929e-01,4.129934041150e+00
3.210108010801e-01,8.446963644242e-02,3.488329153974e-01,4.129684110043e+00
3.211107110711e-01,8.449592640086e-02,3.489203814983e-01,4.129434356906e+00
3.212106210621e-01,8.452221635929e-02,3.490078494974e-01,4.129184781594e+00
3.213105310531e-01,8.454850631772e-02,3.490953193964e-01,4.128935383962e+00
3.214104410441e-01,8.457479627615e-02,3.491827911972e-01,4.128686163867e+00
3.215103510351e-01,8.460108623459e-02,3.492702649016e-01,4.128437121164e+00
3.216102610261e-01,8.462737619302e-02,3.493577405114e-01,4.128188255708e+00
3.217101710171e-01,8.465366615145e-02,3.494452180282e-01,4.127939567355e+00
3.218100810081e-01,8.467995610988e-02,3.495326974540e-01,4.127691055962e+00
3.219099909991e-01,8.470624606831e-02,3.496201787905e-01,4.127442721385e+00
3.220099009901e-01,8.473253602675e-02,3.497076620395e-01,4.127194563481e+00
3.221098109811e-01,8.475882598518e-02,3.497951472028e-01,4.126946582106e+00
3.222097209721e-01,8.478511594361e-02,3.498826342822e-01,4.126698777116e+00
3.223096309631e-01,8.481140590204e-02,3.499701232793e-01,4.126451148370e+00
3.224095409541e-01,8.483769586047e-02,3.500576141961e-01,4.126203695723e+00
3.225094509451e-01,8.486398581891e-02,3.501451070343e-01,4.125956419034e+00
3.226093609361e-01,8.489027577734e-02,3.502326017957e-01,4.125709318160e+00
3.227092709271e-01,8.491656573577e-02,3.503200984820e-01,4.125462392957e+00
3.228091809181e-01,8.494285569420e-02,3.504075970951e-01,4.125215643285e+00
3.229090909091e-01,8.496914565263e-02,3.504950976366e-01,4.124969069002e+00
3.230090009001e-01,8.499543561107e-02,3.505826001084e-01,4.124722669964e+00
3.231089108911e-01,8.502172556950e-02,3.506701045123e-01,4.124476446031e+00
3.232088208821e-01,8.504801552793e-02,3.507576108500e-01,4.124230397061e+00
3.233087308731e-01,8.507430548636e-02,3.508451191232e-01,4.123984522912e+00
3.234086408641e-01,8.510059544480e-02,3.509326293338e-01,4.123738823443e+00
3.235085508551e-01,8.512688540323e-02,3.510201414836e-01,4.123493298514e+00
3.236084608461e-01,8.515317536166e-02,3.511076555742e-01,4.123247947983e+00
3.237083708371e-01,8.517946532009e-02,3.511951716074e-01,4.123002771709e+00
3.238082808281e-01,8.520575527852e-02,3.512826895851e-01,4.122757769552e+00
3.239081908191e-01,8.523204523696e-02,3.513702095089e-01,4.122512941372e+00
3.240081008101e-01,8.525833519539e-02,3.514577313807e-01,4.122268287028e+00
3.241080108011e-01,8.528462515382e-02,3.515452552022e-01,4.122023806379e+00
3.242079207921e-01,8.531091511225e-02,3.516327809751e-01,4.121779499287e+00
3.243078307831e-01,8.533720507068e-02,3.517203087012e-01,4.121535365611e+00
3.244077407741e-01,8.536349502912e-02,3.518078383823e-01,4.121291405212e+00
3.245076507651e-01,8.538978498755e-02,3.518953700201e-01,4.121047617949e+00
3.246075607561e-01,8.541607494598e-02,3.519829036164e-01,4.120804003685e+00
3.247074707471e-01,8.544236490441e-02,3.520704391729e-01,4.120560562279e+00
3.248073807381e-01,8.546865486285e-02,3.521579766914e-01,4.120317293592e+00
3.249072907291e-01,8.549494482128e-02,3.522455161737e-01,4.120074197486e+00
3.250072007201e-01,8.552123477971e-02,3.523330576214e-01,4.119831273822e+00
3.251071107111e-01,8.554752473814e-02,3.524206010363e-01,4.119588522462e+00
3.252070207021e-01,8.557381469657e-02,3.525081464202e-01,4.119345943267e+00
3.253069306931e-01,8.560010465501e-02,3.525956937748e-01,4.119103536098e+00
3.254068406841e-01,8.562639461344e-02,3.526832431019e-01,4.118861300818e+00
3.255067506751e-01,8.565268457187e-02,3.527707944032e-01,4.118619237289e+00
3.256066606661e-01,8.567897453030e-02,3.528583476804e-01,4.118377345374e+00
3.257065706571e-01,8.570526448873e-02,3.529459029354e-01,4.118135624933e+00
3.258064806481e-01,8.573155444717e-02,3.530334601697e-01,4.117894075831e+00
3.259063906391e-01,8.575784440560e-02,3.531210193853e-01,4.117652697929e+00
3.260063006301e-01,8.578413436403e-02,3.532085805837e-01,4.117411491091e+00
3.261062106211e-01,8.581042432246e-02,3.532961437668e-01,4.117170455179e+00
3.262061206121e-01,8.583671428090e-02,3.533837089363e-01,4.116929590057e+00
3.263060306031e-01,8.586300423933e-02,3.534712760939e-01,4.116688895589e+00
3.264059405941e-01,8.588929419776e-02,3.535588452414e-01,4.116448371636e+00
3.265058505851e-01,8.591558415619e-02,3.536464163804e-01,4.116208018064e+00
3.266057605761e-01,8.594187411462e-02,3.537339895127e-01,4.115967834736e+00
3.267056705671e-01,8.596816407306e-02,3.538215646401e-01,4.115727821516e+00
3.268055805581e-01,8.599445403149e-02,3.539091417643e-01,4.115487978268e+00
3.269054905491e-01,8.602074398992e-02,3.539967208869e-01,4.115248304856e+00
3.270054005401e-01,8.604703394835e-02,3.540843020098e-01,4.115008801144e+00
3.271053105311e-01,8.607332390678e-02,3.541718851347e-01,4.114769466998e+00
3.272052205221e-01,8.609961386522e-02,3.542594702632e-01,4.114530302282e+00
3.273051305131e-01,8.612590382365e-02,3.543470573971e-01,4.114291306860e+00
3.274050405041e-01,8.615219378208e-02,3.544346465381e-01,4.114052480598e+00
3.275049504950e-01,8.617848374051e-02,3.545222376880e-01,4.113813823361e+00
3.276048604860e-01,8.620477369894e-02,3.546098308485e-01,4.113575335015e+00
3.277047704770e-01,8.623106365738e-02,3.546974260212e-01,4.113337015423e+00
3.278046804680e-01,8.625735361581e-02,3.547850232080e-01,4.113098864454e+00
3.279045904590e-01,8.628364357424e-02,3.548726224104e-01,4.112860881971e+00
3.280045004500e-01,8.630993353267e-02,3.549602236303e-01,4.112623067841e+00
3.281044104410e-01,8.633622349111e-02,3.550478268693e-01,4.112385421930e+00
3.282043204320e-01,8.636251344954e-02,3.551354321292e-01,4.112147944105e+00
3.283042304230e-01,8.638880340797e-02,3.552230394117e-01,4.111910634231e+00
3.284041404140e-01,8.641509336640e-02,3.553106487185e-01,4.111673492175e+00
3.285040504050e-01,8.644138332483e-02,3.553982600512e-01,4.111436517804e+00
3.286039603960e-01,8.646767328327e-02,3.554858734117e-01,4.111199710985e+00
3.287038703870e-01,8.649396324170e-02,3.555734888016e-01,4.110963071584e+00
3.288037803780e-01,8.652025320013e-02,3.556611062226e-01,4.110726599469e+00
3.289036903690e-01,8.654654315856e-02,3.557487256764e-01,4.110490294507e+00
3.290036003600e-01,8.657283311699e-02,3.558363471647e-01,4.110254156565e+00
3.291035103510e-01,8.659912307543e-02,3.559239706893e-01,4.110018185511e+00
3.292034203420e-01,8.662541303386e-02,3.560115962518e-01,4.109782381213e+00
3.293033303330e-01,8.665170299229e-02,3.560992238540e-01,4.109546743538e+00
3.294032403240e-01,8.667799295072e-02,3.561868534975e-01,4.109311272355e+00
3.295031503150e-01,8.670428290916e-02,3.562744851840e-01,4.109075967531e+00
3.296030603060e-01,8.673057286759e-02,3.563621189153e-01,4.108840828936e+00
3.297029702970e-01,8.675686282602e-02,3.564497546930e-01,4.108605856436e+00
3.298028802880e-01,8.678315278445e-02,3.565373925189e-01,4.108371049902e+00
3.299027902790e-01,8.680944274288e-02,3.566250323945e-01,4.108136409201e+00
3.300027002700e-01,8.683573270132e-02,3.567126743217e-01,4.107901934203e+00
3.301026102610e-01,8.686202265975e-02,3.568003183021e-01,4.107667624777e+00
3.302025202520e-01,8.688831261818e-02,3.568879643374e-01,4.107433480792e+00
3.303024302430e-01,8.691460257661e-02,3.569756124293e-01,4.107199502116e+00
3.304023402340e-01,8.694089253504e-02,3.570632625795e-01,4.106965688620e+00
3.305022502250e-01,8.696718249348e-02,3.571509147896e-01,4.106732040174e+00
3.306021602160e-01,8.699347245191e-02,3.572385690614e-01,4.106498556646e+00
3.307020702070e-01,8.701976241034e-02,3.573262253966e-01,4.106265237908e+00
3.308019801980e-01,8.704605236877e-02,3.574138837968e-01,4.106032083828e+00
3.309018901890e-01,8.707234232721e-02,3.575015442637e-01,4.105799094278e+00
3.310018001800e-01,8.709863228564e-02,3.575892067990e-01,4.105566269127e+00
3.311017101710e-01,8.712492224407e-02,3.576768714044e-01,4.105333608246e+00
3.312016201620e-01,8.715121220250e-02,3.577645380815e-01,4.105101111505e+00
3.313015301530e-01,8.717750216093e-02,3.578522068321e-01,4.104868778776e+00
3.314014401440e-01,8.720379211937e-02,3.579398776578e-01,4.104636609929e+00
3.315013501350e-01,8.723008207780e-02,3.580275505603e-01,4.104404604836e+00
3.316012601260e-01,8.725637203623e-02,3.581152255413e-01,4.104172763367e+00
3.317011701170e-01,8.728266199466e-02,3.582029026025e-01,4.103941085394e+00
3.318010801080e-01,8.730895195309e-02,3.582905817454e-01,4.103709570789e+00
3.319009900990e-01,8.733524191153e-02,3.583782629719e-01,4.103478219422e+00
3.320009000900e-01,8.736153186996e-02,3.584659462836e-01,4.103247031167e+00
3.321008100810e-01,8.738782182839e-02,3.585536316821e-01,4.103016005894e+00
3.322007200720e-01,8.741411178682e-02,3.586413191691e-01,4.102785143476e+00
3.323006300630e-01,8.744040174525e-02,3.587290087463e-01,4.102554443785e+00
3.324005400540e-01,8.746669170369e-02,3.588167004154e-01,4.102323906693e+00
3.325004500450e-01,8.749298166212e-02,3.589043941779e-01,4.102093532073e+00
3.326003600360e-01,8.751927162055e-02,3.589920900357e-01,4.101863319797e+00
3.327002700270e-01,8.754556157898e-02,3.590797879904e-01,4.101633269739e+00
3.328001800180e-01,8.757185153742e-02,3.591674880435e-01,4.101403381771e+00
3.329000900090e-01,8.759814149585e-02,3.592551901968e-01,4.101173655766e+00
3.330000000000e-01,8.762443145428e-02,3.593428944520e-01,4.100944091598e+00
3.330999099910e-01,8.765072141271e-02,3.594306008107e-01,4.100714689139e+00
3.331998199820e-01,8.767701137114e-02,3.595183092746e-01,4.100485448263e+00
3.332997299730e-01,8.770330132958e-02,3.596060198453e-01,4.100256368844e+00
3.333996399640e-01,8.772959128801e-02,3.596937325244e-01,4.100027450756e+00
